,R_0,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,I_0,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,IR_0,IR_1,IR_2,IR_3,IR_4,IR_5,IR_6,IR_7,IR_8,IR_9,IR_10
524,-3.556,-2.509,-2.473,-1.571,-0.835,-0.748,0.609,0.691,0.713,1.117,1.466,-0.361,-0.329,-0.239,-0.223,-0.212,-0.099,0.143,0.192,0.286,0.312,0.399,-0.447,-0.359,-0.145,-0.104,-0.085,-0.048,0.097,0.231,0.361,0.429,0.595
525,-1.685,-1.602,-1.37,-1.245,-0.971,-0.641,0.084,0.69,0.828,0.852,0.883,-0.263,-0.222,-0.154,-0.114,-0.102,-0.085,0.029,0.095,0.127,0.167,0.205,-0.449,-0.184,-0.147,-0.107,-0.08,-0.066,0.041,0.113,0.149,0.245,0.343
526,-4.353,-3.009,-2.588,-1.863,-1.565,-1.19,-0.995,-0.558,0.54,0.798,1.663,-0.387,-0.251,-0.217,-0.21,-0.18,-0.157,-0.097,-0.05,0.177,0.214,0.385,-0.381,-0.28,-0.173,-0.132,-0.087,-0.06,-0.048,-0.022,0.141,0.321,0.931
527,-2.608,-2.148,-2.036,-1.88,-1.169,-0.805,-0.226,0.582,0.755,1.254,1.439,-0.331,-0.19,-0.156,-0.129,-0.077,-0.054,-0.003,0.095,0.143,0.178,0.229,-0.543,-0.214,-0.114,-0.059,-0.039,-0.032,0.002,0.079,0.16,0.287,0.764
528,-4.64,-2.717,-2.507,-1.602,-1.304,-1.16,-0.87,-0.579,0.221,0.57,1.024,-0.372,-0.304,-0.205,-0.197,-0.141,-0.121,-0.117,-0.087,0.098,0.207,0.428,-0.512,-0.239,-0.188,-0.138,-0.119,-0.088,-0.054,-0.036,0.102,0.496,0.601
529,-2.813,-2.149,-1.858,-1.754,-1.571,-1.175,-0.915,-0.026,0.49,0.751,1.936,-0.548,-0.312,-0.275,-0.242,-0.176,-0.114,-0.101,0.037,0.126,0.253,0.386,-0.532,-0.26,-0.152,-0.117,-0.11,-0.098,-0.066,0.02,0.158,0.498,0.588
530,-1.772,-1.532,-1.314,-1.219,-1.084,-0.781,-0.462,0.48,0.679,0.911,1.29,-0.219,-0.169,-0.137,-0.12,-0.088,-0.064,-0.046,0.078,0.098,0.131,0.207,-0.441,-0.154,-0.119,-0.108,-0.084,-0.044,-0.034,0.077,0.104,0.211,0.579
531,-2.208,-1.338,-1.121,-1.076,-1.015,-0.577,0.106,0.568,0.781,1.366,2.279,-0.188,-0.129,-0.115,-0.102,-0.077,-0.056,0.012,0.072,0.102,0.115,0.16,-0.432,-0.139,-0.119,-0.096,-0.068,-0.041,0.01,0.041,0.135,0.162,0.406
532,-2.191,-1.963,-1.451,-1.391,-1.224,-1.047,-0.712,0.278,0.549,0.977,1.705,-0.366,-0.268,-0.13,-0.123,-0.116,-0.096,-0.071,0.044,0.105,0.146,0.213,-0.503,-0.181,-0.14,-0.104,-0.082,-0.066,-0.04,0.025,0.098,0.265,0.552
533,-2.536,-1.619,-1.56,-1.1,-0.86,-0.651,-0.581,0.429,0.713,1.065,2.021,-0.373,-0.199,-0.172,-0.133,-0.074,-0.07,-0.048,0.068,0.106,0.138,0.181,-0.556,-0.127,-0.123,-0.101,-0.078,-0.063,-0.052,0.068,0.121,0.215,0.248
534,-4.02,-2.319,-1.834,-1.612,-1.1,-0.897,-0.606,-0.221,0.667,0.926,1.836,-0.354,-0.315,-0.245,-0.21,-0.173,-0.133,-0.122,-0.052,0.187,0.316,0.444,-0.56,-0.347,-0.194,-0.146,-0.112,-0.085,-0.078,-0.028,0.201,0.342,0.637
535,-2.895,-2.431,-1.335,-1.157,-1.083,-1.053,-0.782,-0.584,0.458,0.837,1.411,-0.342,-0.225,-0.191,-0.181,-0.137,-0.13,-0.104,-0.069,0.163,0.222,0.354,-0.44,-0.343,-0.222,-0.136,-0.124,-0.094,-0.057,-0.027,0.125,0.4,0.589
536,-4.643,-1.56,-1.377,-1.086,-1.038,-0.858,-0.6,0.503,0.701,1.145,2.037,-0.505,-0.253,-0.181,-0.125,-0.1,-0.075,-0.065,0.107,0.172,0.209,0.283,-0.341,-0.175,-0.136,-0.123,-0.097,-0.087,-0.043,0.116,0.165,0.274,0.425
537,-2.633,-1.977,-1.362,-1.321,-0.825,-0.716,-0.554,0.593,0.666,1.103,1.439,-0.343,-0.242,-0.208,-0.173,-0.148,-0.126,-0.063,0.091,0.154,0.235,0.277,-0.504,-0.346,-0.227,-0.155,-0.1,-0.078,-0.028,0.073,0.211,0.348,0.432
538,-3.83,-2.366,-2.169,-1.488,-1.245,-0.91,-0.469,0.357,0.502,0.785,1.215,-0.296,-0.175,-0.151,-0.145,-0.117,-0.07,-0.019,0.081,0.104,0.138,0.176,-0.32,-0.146,-0.124,-0.099,-0.049,-0.038,0.001,0.089,0.166,0.361,0.538
539,-3.305,-2.448,-1.759,-1.285,-0.864,-0.724,0.285,0.487,0.641,1.25,1.593,-0.268,-0.152,-0.123,-0.089,-0.07,-0.048,0.037,0.075,0.094,0.105,0.158,-0.349,-0.133,-0.088,-0.056,-0.048,-0.034,0.027,0.068,0.125,0.237,0.548
540,-2.825,-2.301,-1.731,-1.543,-1.194,-1.042,-0.599,-0.416,0.365,0.658,1.496,-0.29,-0.182,-0.137,-0.086,-0.056,-0.047,-0.032,-0.017,0.102,0.143,0.226,-0.469,-0.269,-0.103,-0.07,-0.048,-0.044,-0.019,-0.01,0.12,0.2,0.57
541,-4.121,-1.981,-1.373,-1.082,-0.873,-0.773,-0.406,0.472,1.033,1.794,2.525,-0.207,-0.132,-0.11,-0.074,-0.065,-0.058,-0.038,0.065,0.09,0.17,0.207,-0.314,-0.246,-0.094,-0.058,-0.049,-0.042,-0.026,0.056,0.097,0.128,0.161
542,-4.849,-2.615,-1.692,-1.417,-1.136,-1.022,-0.805,-0.64,0.083,0.674,1.451,-0.292,-0.225,-0.189,-0.157,-0.141,-0.12,-0.101,-0.084,0.075,0.154,0.213,-0.293,-0.223,-0.152,-0.124,-0.107,-0.093,-0.068,-0.046,0.098,0.212,0.55
543,-5.035,-2.812,-1.524,-1.13,-1.047,-0.905,-0.778,-0.663,-0.164,0.391,1.449,-0.31,-0.22,-0.169,-0.106,-0.081,-0.047,-0.044,-0.04,0.008,0.099,0.197,-0.232,-0.151,-0.126,-0.102,-0.054,-0.047,-0.043,-0.036,0.024,0.139,0.437
544,-3.746,-2.692,-1.859,-1.719,-1.27,-1.003,-0.911,-0.279,0.597,0.654,1.699,-0.298,-0.209,-0.159,-0.137,-0.124,-0.104,-0.077,-0.054,0.115,0.174,0.31,-0.801,-0.159,-0.128,-0.088,-0.079,-0.073,-0.029,-0.017,0.182,0.267,0.375
545,-3.369,-2.771,-2.074,-1.538,-1.149,-0.903,-0.41,0.52,0.738,0.856,1.839,-0.248,-0.199,-0.163,-0.129,-0.115,-0.081,-0.042,0.113,0.137,0.157,0.338,-0.505,-0.189,-0.124,-0.103,-0.05,-0.036,-0.016,0.098,0.186,0.269,0.464
546,-8.319,-2.678,-1.112,-0.817,-0.49,-0.396,0.317,0.457,1.219,1.562,2.128,-0.433,-0.263,-0.16,-0.144,-0.075,-0.062,0.108,0.126,0.153,0.188,0.224,-0.55,-0.302,-0.183,-0.087,-0.056,-0.047,0.073,0.1,0.182,0.273,0.485
547,-7.048,-6.521,-2.519,-1.602,-0.745,-0.518,-0.509,0.104,0.505,0.564,1.532,-0.452,-0.438,-0.3,-0.228,-0.219,-0.152,-0.086,0.031,0.165,0.193,0.208,-0.604,-0.447,-0.373,-0.087,-0.073,-0.065,-0.055,0.021,0.283,0.382,0.51
548,-2.202,-1.828,-1.477,-1.21,-0.872,-0.341,0.549,0.586,0.677,0.825,1.1,-0.198,-0.186,-0.17,-0.105,-0.08,-0.045,0.095,0.145,0.174,0.253,0.332,-0.573,-0.189,-0.12,-0.073,-0.044,-0.036,0.14,0.197,0.277,0.307,0.613
549,-4.405,-1.504,-1.256,-0.848,-0.566,0.496,0.595,0.918,1.269,2.031,2.718,-0.221,-0.195,-0.109,-0.074,-0.037,0.058,0.084,0.089,0.095,0.113,0.156,-0.381,-0.213,-0.091,-0.054,-0.017,0.039,0.047,0.09,0.126,0.162,0.497
550,-3.028,-2.614,-2.339,-2.11,-1.873,-1.468,-1.129,-0.946,-0.514,0.448,1.33,-0.294,-0.237,-0.227,-0.201,-0.182,-0.127,-0.115,-0.075,-0.048,0.237,0.494,-0.354,-0.222,-0.157,-0.126,-0.084,-0.075,-0.065,-0.036,-0.021,0.303,1.232
551,-2.606,-2.014,-1.75,-1.625,-1.498,-0.79,-0.697,0.292,0.942,1.539,1.758,-0.265,-0.264,-0.232,-0.216,-0.188,-0.161,-0.132,0.09,0.205,0.23,0.235,-0.458,-0.201,-0.181,-0.167,-0.134,-0.095,-0.071,0.097,0.138,0.158,0.461
552,-2.335,-1.938,-1.85,-1.387,-1.161,-1.015,-0.851,-0.516,0.324,0.527,0.878,-0.188,-0.147,-0.131,-0.111,-0.097,-0.086,-0.067,-0.048,0.11,0.155,0.209,-0.277,-0.136,-0.126,-0.084,-0.071,-0.065,-0.035,-0.033,0.18,0.397,0.567
553,-1.865,-1.824,-1.782,-1.462,-1.206,-1.133,-1.061,-1.013,-0.905,-0.171,0.563,-0.243,-0.24,-0.236,-0.214,-0.201,-0.193,-0.185,-0.125,-0.069,0.121,0.311,-0.236,-0.233,-0.229,-0.166,-0.161,-0.142,-0.123,-0.104,-0.037,0.258,0.552
554,-6.812,-3.857,-2.714,-2.091,-1.624,-1.427,-0.832,-0.389,0.545,0.874,1.435,-0.457,-0.284,-0.264,-0.206,-0.19,-0.154,-0.083,-0.052,0.153,0.285,0.3,-0.608,-0.316,-0.127,-0.112,-0.093,-0.073,-0.034,-0.017,0.18,0.297,0.603
555,-4.173,-2.552,-2.197,-2.096,-1.655,-0.867,-0.463,0.489,0.68,0.771,1.787,-0.318,-0.197,-0.19,-0.158,-0.134,-0.095,-0.069,0.115,0.15,0.166,0.206,-0.32,-0.185,-0.128,-0.091,-0.079,-0.058,-0.021,0.114,0.186,0.238,0.492
556,-4.025,-2.693,-2.18,-1.756,-1.105,-0.893,-0.242,0.463,0.532,0.884,1.334,-0.429,-0.224,-0.171,-0.088,-0.063,-0.062,-0.004,0.049,0.058,0.062,0.222,-0.147,-0.124,-0.075,-0.06,-0.055,-0.038,-0.001,0.069,0.097,0.138,0.252
557,-2.996,-2.449,-1.418,-1.097,-1.061,-0.72,0.401,0.528,0.628,1.306,1.838,-0.239,-0.164,-0.099,-0.08,-0.056,-0.04,0.058,0.078,0.092,0.096,0.212,-0.225,-0.113,-0.091,-0.065,-0.032,-0.021,0.047,0.082,0.145,0.24,0.405
558,-5.491,-2.88,-2.283,-1.374,-1.116,-0.86,-0.742,-0.364,0.377,0.592,0.987,-0.313,-0.271,-0.193,-0.14,-0.081,-0.07,-0.06,-0.037,0.075,0.092,0.16,-0.312,-0.178,-0.133,-0.101,-0.074,-0.053,-0.034,-0.002,0.133,0.236,0.334
559,-4.218,-2.191,-1.233,-1.051,-0.798,-0.602,0.394,0.573,0.73,0.934,1.322,-0.236,-0.174,-0.133,-0.114,-0.082,-0.044,0.096,0.13,0.153,0.173,0.213,-0.297,-0.21,-0.13,-0.104,-0.065,-0.018,0.082,0.174,0.227,0.293,0.546
560,-4.656,-2.54,-1.71,-1.387,-1.281,-0.855,-0.83,-0.256,0.329,0.628,0.951,-0.243,-0.216,-0.172,-0.144,-0.103,-0.091,-0.047,-0.017,0.08,0.156,0.206,-0.408,-0.138,-0.12,-0.087,-0.081,-0.057,-0.049,-0.011,0.217,0.244,0.488
561,-7.041,-3.396,-2.754,-1.416,-1.134,-0.82,-0.628,0.362,0.566,0.733,1.474,-0.373,-0.178,-0.128,-0.116,-0.095,-0.092,-0.048,0.058,0.092,0.114,0.183,-0.648,-0.178,-0.141,-0.102,-0.047,-0.034,-0.027,0.04,0.163,0.25,0.391
562,-3.04,-1.521,-1.226,-1.098,-0.994,-0.66,0.148,0.389,0.503,0.806,1.164,-0.354,-0.293,-0.145,-0.113,-0.1,-0.056,0.036,0.091,0.103,0.133,0.193,-0.291,-0.19,-0.13,-0.112,-0.099,-0.049,0.056,0.106,0.215,0.261,0.51
563,-1.729,-1.515,-1.301,-0.951,-0.637,-0.13,0.377,0.575,3.47,17.628,31.787,-0.151,-0.135,-0.119,-0.11,-0.052,0.032,0.116,0.263,0.285,0.371,0.457,-0.237,-0.177,-0.116,-0.069,-0.04,-0.013,0.014,0.082,0.201,0.45,0.7
564,-5.521,-3.075,-1.589,-1.406,-1.18,-0.984,-0.752,0.354,0.516,0.698,1.235,-0.401,-0.38,-0.196,-0.106,-0.102,-0.078,-0.043,0.054,0.107,0.136,0.175,-0.248,-0.124,-0.109,-0.105,-0.088,-0.051,-0.031,0.066,0.182,0.267,0.576
565,-2.306,-1.517,-1.506,-1.253,-0.92,-0.869,-0.562,0.637,1.448,4.99,5.964,-0.842,-0.775,-0.479,-0.355,-0.247,-0.196,-0.108,0.194,0.2,0.279,0.348,-0.994,-0.716,-0.432,-0.277,-0.168,-0.13,-0.09,0.033,0.076,0.347,0.606
566,-17.857,-1.334,-1.1,-0.871,-0.822,-0.53,0.229,0.545,0.618,0.918,1.12,-0.336,-0.141,-0.081,-0.076,-0.064,-0.048,0.052,0.113,0.146,0.147,0.177,-0.212,-0.108,-0.102,-0.088,-0.058,-0.028,0.107,0.151,0.181,0.235,0.367
567,-6.077,-1.892,-1.326,-1.014,-0.998,-0.58,-0.007,0.481,0.562,0.959,2.806,-0.351,-0.236,-0.143,-0.108,-0.096,-0.064,-0.014,0.098,0.144,0.16,0.222,-1.037,-0.254,-0.109,-0.088,-0.069,-0.031,-0.011,0.127,0.217,0.287,0.455
568,-1.504,-1.366,-1.159,-1.037,-1.014,-0.928,-0.45,0.433,0.549,0.627,0.748,-0.196,-0.151,-0.134,-0.131,-0.124,-0.12,-0.059,0.094,0.115,0.135,0.195,-0.304,-0.164,-0.136,-0.125,-0.112,-0.103,-0.057,0.149,0.174,0.269,0.456
569,-4.136,-2.247,-1.71,-1.103,-1.091,-0.959,-0.903,0.162,0.478,0.58,0.621,-0.162,-0.144,-0.129,-0.116,-0.081,-0.073,-0.057,0.1,0.127,0.17,0.215,-0.185,-0.129,-0.104,-0.082,-0.079,-0.048,-0.024,0.171,0.269,0.324,0.618
570,-2.343,-1.352,-1.292,-1.219,-1.18,-1.053,-0.881,-0.364,0.456,0.581,6.724,-0.461,-0.338,-0.231,-0.201,-0.136,-0.113,-0.06,-0.018,0.099,0.147,0.23,-0.433,-0.285,-0.196,-0.191,-0.137,-0.085,-0.056,-0.02,0.12,0.24,0.447
571,-3.84,-1.759,-1.612,-1.227,-1.058,-0.943,-0.764,0.249,0.472,0.702,0.901,-0.215,-0.15,-0.11,-0.059,-0.051,-0.044,-0.036,0.05,0.059,0.067,0.103,-0.162,-0.132,-0.059,-0.045,-0.038,-0.036,-0.028,0.071,0.092,0.19,0.249
572,-4.209,-2.455,-1.941,-1.346,-1.06,-0.716,-0.577,0.125,0.736,1.015,1.676,-0.361,-0.23,-0.172,-0.138,-0.123,-0.119,-0.096,0.012,0.134,0.22,0.284,-0.737,-0.202,-0.176,-0.151,-0.094,-0.074,-0.038,0.023,0.146,0.222,0.473
573,-4.505,-2.453,-2.155,-1.24,-1.034,-0.844,-0.382,0.576,0.755,1.046,2.151,-0.32,-0.246,-0.2,-0.171,-0.149,-0.137,-0.069,0.082,0.138,0.246,0.415,-0.285,-0.238,-0.176,-0.133,-0.079,-0.062,-0.044,0.09,0.132,0.239,0.369
574,-2.705,-1.426,-1.096,-0.704,-0.512,0.4,0.505,0.746,1.032,1.896,2.769,-0.288,-0.212,-0.124,-0.072,-0.054,0.036,0.092,0.117,0.129,0.216,0.344,-0.249,-0.202,-0.101,-0.077,-0.065,0.035,0.065,0.081,0.23,0.256,0.406
575,-2.869,-1.941,-1.222,-1.135,-0.911,0.347,0.51,0.717,1.097,1.899,2.269,-0.222,-0.167,-0.13,-0.075,-0.07,0.059,0.086,0.107,0.129,0.147,0.283,-0.404,-0.175,-0.096,-0.063,-0.032,0.039,0.054,0.116,0.166,0.289,0.434
576,-1.809,-1.336,-1.226,-1.142,-0.956,-0.794,-0.357,0.5,0.908,1.174,4.079,-0.308,-0.279,-0.225,-0.17,-0.143,-0.114,-0.02,0.171,0.22,0.282,0.505,-0.325,-0.256,-0.211,-0.198,-0.147,-0.1,-0.007,0.062,0.199,0.461,0.993
577,-2.492,-2.022,-1.617,-1.2,-1.13,-1.09,-0.822,0.392,0.616,1.24,3.816,-0.324,-0.305,-0.283,-0.257,-0.234,-0.163,-0.141,0.182,0.257,0.289,0.477,-0.664,-0.269,-0.249,-0.176,-0.158,-0.12,-0.071,0.046,0.23,0.441,0.973
578,-3.7,-2.998,-2.499,-2.057,-1.277,-1.031,-0.77,0.25,0.52,0.637,1.301,-0.238,-0.188,-0.112,-0.092,-0.07,-0.063,-0.042,0.054,0.111,0.21,0.255,-0.245,-0.133,-0.087,-0.07,-0.033,-0.026,-0.019,0.08,0.162,0.349,0.71
579,-5.393,-2.766,-2.092,-1.714,-1.216,-0.91,-0.637,0.38,0.586,0.787,1.553,-0.398,-0.167,-0.141,-0.111,-0.085,-0.073,-0.057,0.047,0.148,0.154,0.213,-0.393,-0.164,-0.083,-0.075,-0.065,-0.05,-0.021,0.032,0.237,0.263,0.687
580,-3.227,-2.062,-1.872,-1.501,-1.067,-0.917,-0.706,0.37,0.435,0.534,1.723,-0.191,-0.176,-0.099,-0.09,-0.063,-0.043,-0.04,0.077,0.086,0.134,0.186,-0.252,-0.117,-0.092,-0.084,-0.04,-0.023,-0.013,0.067,0.197,0.37,0.505
581,-2.549,-1.675,-1.416,-1.264,-1.166,-1.08,-0.148,0.426,0.521,0.673,1.446,-0.22,-0.121,-0.093,-0.078,-0.06,-0.055,0.034,0.101,0.121,0.162,0.233,-0.258,-0.092,-0.075,-0.059,-0.05,-0.033,0.031,0.162,0.18,0.331,0.511
582,-3.934,-2.704,-2.197,-1.925,-1.518,-1.343,-1.232,-0.724,0.396,0.467,0.824,-0.345,-0.214,-0.182,-0.146,-0.117,-0.094,-0.069,-0.057,0.124,0.154,0.273,-0.349,-0.159,-0.129,-0.087,-0.064,-0.053,-0.044,-0.035,0.207,0.282,0.69
583,-2.922,-2.317,-2.279,-1.894,-1.301,-1.232,-1.045,-0.703,0.404,0.572,0.967,-0.21,-0.185,-0.151,-0.142,-0.119,-0.106,-0.092,-0.069,0.149,0.205,0.314,-0.34,-0.167,-0.097,-0.084,-0.076,-0.061,-0.056,-0.044,0.212,0.324,0.777
584,-4.408,-1.946,-1.2,-1.09,-0.965,-0.742,-0.494,0.328,0.501,1.239,2.03,-0.219,-0.145,-0.107,-0.075,-0.069,-0.053,-0.043,0.031,0.079,0.094,0.23,-0.224,-0.19,-0.127,-0.095,-0.065,-0.04,-0.013,0.024,0.075,0.242,0.443
585,-3.153,-2.695,-1.981,-1.612,-1.38,-1.003,-0.296,0.402,0.548,0.821,1.557,-0.315,-0.167,-0.135,-0.114,-0.09,-0.066,-0.038,0.061,0.116,0.143,0.175,-0.448,-0.184,-0.129,-0.064,-0.054,-0.029,-0.014,0.083,0.187,0.216,0.337
586,-3.44,-2.3,-1.83,-1.367,-1.175,-0.76,-0.455,0.389,0.57,0.759,2.038,-0.364,-0.21,-0.124,-0.076,-0.067,-0.03,-0.008,0.066,0.11,0.141,0.163,-0.163,-0.113,-0.094,-0.073,-0.039,-0.024,-0.008,0.059,0.191,0.265,0.476
587,-3.167,-2.161,-1.839,-1.623,-1.318,-1.218,-1.061,-0.177,0.504,0.639,1.005,-0.31,-0.255,-0.184,-0.134,-0.123,-0.101,-0.073,0.015,0.164,0.218,0.263,-0.361,-0.145,-0.12,-0.1,-0.089,-0.078,-0.037,0.031,0.268,0.373,0.611
588,-2.806,-2.686,-2.262,-1.675,-1.158,-0.994,-0.908,-0.568,0.416,1.004,1.082,-0.435,-0.356,-0.343,-0.318,-0.283,-0.225,-0.188,-0.124,0.16,0.205,0.384,-0.706,-0.365,-0.248,-0.234,-0.207,-0.146,-0.112,-0.061,0.164,0.195,0.924
589,-1.816,-1.735,-1.617,-1.429,-1.306,-1.076,-0.227,0.492,0.634,0.656,0.766,-0.433,-0.247,-0.234,-0.218,-0.19,-0.166,0.039,0.206,0.223,0.349,0.368,-0.386,-0.173,-0.164,-0.151,-0.131,-0.105,0.123,0.284,0.327,0.606,1.198
590,-9.847,-2.88,-2.063,-1.748,-1.334,-1.172,-0.98,-0.489,0.539,0.782,1.89,-0.505,-0.327,-0.269,-0.244,-0.23,-0.206,-0.149,-0.068,0.144,0.256,0.32,-0.448,-0.344,-0.201,-0.188,-0.159,-0.088,-0.039,-0.02,0.144,0.328,0.829
591,-2.367,-2.022,-1.903,-1.352,-1.141,-0.873,0.001,0.539,0.829,0.972,1.837,-0.369,-0.245,-0.217,-0.177,-0.132,-0.076,0.059,0.157,0.179,0.304,0.359,-0.319,-0.251,-0.213,-0.127,-0.058,-0.046,0.046,0.175,0.191,0.45,0.68
592,-2.876,-1.601,-0.97,-0.76,-0.697,-0.455,0.124,0.403,0.706,1.474,3.166,-0.253,-0.21,-0.155,-0.13,-0.116,-0.076,0.024,0.089,0.099,0.196,0.265,-0.621,-0.205,-0.159,-0.143,-0.111,-0.082,0.008,0.129,0.161,0.212,0.262
593,-1.103,-0.943,-0.702,-0.487,-0.367,0.221,0.321,0.421,0.855,1.909,13.167,-0.063,-0.059,-0.045,-0.042,-0.031,0.035,0.05,0.06,0.066,0.15,0.377,-0.205,-0.123,-0.075,-0.053,-0.034,0.029,0.062,0.081,0.132,0.156,0.293
594,-3.108,-1.715,-1.269,-1.178,-1.09,-0.923,-0.662,0.47,0.595,1.15,1.899,-0.268,-0.217,-0.166,-0.151,-0.125,-0.111,-0.09,0.151,0.193,0.211,0.218,-0.406,-0.172,-0.165,-0.102,-0.093,-0.077,-0.038,0.083,0.189,0.37,0.486
595,-1.888,-1.581,-1.432,-1.04,-0.924,-0.106,0.549,0.757,0.83,1.338,1.826,-0.186,-0.165,-0.151,-0.13,-0.113,0.002,0.112,0.151,0.175,0.221,0.261,-0.202,-0.175,-0.11,-0.091,-0.08,-0.009,0.087,0.165,0.24,0.326,0.42
596,-4.778,-2.439,-1.991,-1.535,-0.935,-0.881,-0.8,-0.598,0.619,0.723,1.722,-0.391,-0.124,-0.11,-0.103,-0.09,-0.085,-0.065,-0.033,0.072,0.119,0.288,-0.223,-0.192,-0.137,-0.092,-0.065,-0.046,-0.038,-0.016,0.061,0.102,0.44
597,-4.347,-2.149,-1.765,-1.569,-1.297,-0.961,-0.83,-0.617,0.544,0.687,1.171,-0.212,-0.147,-0.135,-0.125,-0.11,-0.092,-0.063,-0.051,0.053,0.118,0.249,-0.269,-0.214,-0.135,-0.099,-0.059,-0.052,-0.039,-0.024,0.065,0.15,0.452
598,-3.931,-2.234,-1.934,-1.608,-1.146,-0.946,-0.62,0.574,0.63,0.952,2.09,-0.287,-0.201,-0.179,-0.151,-0.116,-0.101,-0.092,0.078,0.152,0.188,0.238,-0.457,-0.219,-0.139,-0.093,-0.076,-0.064,-0.032,0.057,0.16,0.266,0.281
599,-2.857,-2.456,-2.16,-1.522,-1.301,-0.913,-0.743,-0.087,0.681,1.085,1.642,-0.433,-0.339,-0.225,-0.173,-0.123,-0.106,-0.092,-0.001,0.09,0.131,0.246,-0.311,-0.253,-0.19,-0.134,-0.104,-0.093,-0.053,0.002,0.08,0.203,0.374
600,-3.36,-2.0,-1.643,-1.294,-1.164,-0.784,-0.514,0.299,0.551,0.792,1.408,-0.275,-0.103,-0.093,-0.08,-0.068,-0.051,-0.037,0.068,0.083,0.115,0.167,-0.265,-0.147,-0.087,-0.053,-0.044,-0.036,-0.026,0.078,0.106,0.243,0.44
601,-3.36,-2.0,-1.643,-1.294,-1.164,-0.784,-0.514,0.299,0.551,0.792,1.408,-0.275,-0.103,-0.093,-0.08,-0.068,-0.051,-0.037,0.068,0.083,0.115,0.167,-0.265,-0.147,-0.087,-0.053,-0.044,-0.036,-0.026,0.078,0.106,0.243,0.44
602,-3.133,-1.964,-1.321,-1.074,-0.74,-0.582,0.342,0.669,0.841,1.537,2.646,-0.148,-0.101,-0.086,-0.073,-0.043,-0.026,0.046,0.061,0.072,0.1,0.117,-0.167,-0.128,-0.08,-0.053,-0.027,-0.011,0.034,0.051,0.091,0.235,0.35
603,-2.498,-2.04,-1.649,-1.537,-1.307,-0.897,-0.541,0.401,0.625,0.748,0.899,-0.166,-0.16,-0.131,-0.11,-0.095,-0.054,-0.034,0.063,0.091,0.165,0.192,-0.225,-0.127,-0.093,-0.069,-0.052,-0.041,-0.027,0.076,0.14,0.253,0.484
604,-3.393,-3.07,-2.232,-1.987,-1.464,-1.166,-1.079,-0.865,0.294,0.525,1.528,-0.461,-0.286,-0.255,-0.157,-0.112,-0.102,-0.077,-0.051,0.031,0.097,0.196,-0.42,-0.216,-0.146,-0.113,-0.09,-0.068,-0.041,-0.027,0.025,0.204,0.372
605,-2.874,-2.558,-1.807,-1.43,-1.394,-1.283,-1.119,-0.501,0.566,0.768,1.702,-0.375,-0.317,-0.262,-0.228,-0.162,-0.12,-0.112,-0.102,0.136,0.191,0.315,-0.731,-0.246,-0.195,-0.136,-0.12,-0.099,-0.064,-0.039,0.162,0.338,0.403
606,-1.931,-1.779,-1.684,-1.304,-1.151,-1.123,-0.885,-0.78,0.415,0.707,1.663,-0.287,-0.265,-0.244,-0.227,-0.197,-0.176,-0.136,-0.112,0.114,0.165,0.205,-0.682,-0.279,-0.226,-0.171,-0.157,-0.136,-0.094,-0.065,0.081,0.216,0.453
607,-2.246,-1.757,-1.573,-1.339,-1.192,-1.048,-0.687,0.512,0.687,0.861,1.893,-0.288,-0.254,-0.231,-0.2,-0.168,-0.137,-0.102,0.085,0.17,0.199,0.228,-0.618,-0.209,-0.183,-0.171,-0.109,-0.086,-0.07,0.075,0.194,0.298,0.454
608,-3.45,-2.876,-2.399,-2.112,-1.624,-1.075,-0.988,-0.203,0.718,0.783,0.889,-0.386,-0.277,-0.234,-0.16,-0.141,-0.105,-0.095,0.002,0.23,0.303,0.333,-0.478,-0.367,-0.108,-0.087,-0.068,-0.052,-0.04,0.034,0.301,0.351,0.724
609,-3.466,-2.279,-1.232,-1.159,-1.009,-0.749,0.108,0.607,0.864,0.924,2.023,-0.418,-0.264,-0.207,-0.106,-0.099,-0.079,0.019,0.117,0.135,0.229,0.298,-0.464,-0.207,-0.138,-0.084,-0.07,-0.046,0.014,0.069,0.247,0.259,0.339
610,-4.533,-2.836,-1.488,-1.091,-0.827,-0.716,-0.275,0.438,0.69,0.944,1.573,-0.213,-0.165,-0.106,-0.097,-0.068,-0.05,-0.031,0.053,0.082,0.162,0.229,-0.393,-0.176,-0.112,-0.073,-0.055,-0.029,-0.022,0.07,0.112,0.197,0.523
611,-7.537,-1.805,-1.601,-1.48,-1.292,-1.008,-0.739,-0.306,0.419,0.617,1.025,-0.462,-0.223,-0.089,-0.077,-0.063,-0.054,-0.039,-0.022,0.049,0.096,0.136,-0.187,-0.148,-0.1,-0.069,-0.051,-0.041,-0.032,-0.014,0.079,0.19,0.42
612,-6.857,-5.006,-4.765,-1.078,-0.667,-0.597,0.247,0.389,0.67,0.993,1.488,-0.365,-0.107,-0.071,-0.068,-0.063,-0.041,0.028,0.058,0.07,0.077,0.098,-0.174,-0.109,-0.101,-0.053,-0.014,-0.012,0.023,0.063,0.102,0.16,0.397
