,R_0,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,I_0,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,IR_0,IR_1,IR_2,IR_3,IR_4,IR_5,IR_6,IR_7,IR_8,IR_9,IR_10
0,-4.899,-2.477,-2.322,-1.824,-1.158,-0.579,-0.516,-0.111,0.464,1.095,1.378,-0.371,-0.201,-0.134,-0.113,-0.1,-0.095,-0.083,0.016,0.086,0.113,0.152,-0.496,-0.261,-0.196,-0.079,-0.06,-0.048,-0.033,0.02,0.093,0.158,0.567
1,-6.146,-2.337,-1.685,-1.115,-0.657,-0.511,0.173,0.408,0.756,1.051,2.216,-0.127,-0.108,-0.085,-0.057,-0.042,-0.027,0.02,0.044,0.054,0.107,0.159,-0.236,-0.161,-0.087,-0.042,-0.024,-0.016,0.015,0.056,0.123,0.168,0.229
2,-3.87,-1.559,-1.263,-0.987,-0.498,-0.42,0.372,0.531,0.871,1.185,1.941,-0.304,-0.22,-0.088,-0.072,-0.046,-0.031,0.042,0.055,0.067,0.078,0.087,-0.193,-0.171,-0.146,-0.094,-0.062,-0.02,0.034,0.061,0.09,0.158,0.182
3,-3.311,-2.604,-2.181,-1.485,-1.145,-0.87,-0.757,0.455,0.547,0.741,0.791,-0.476,-0.228,-0.186,-0.127,-0.116,-0.062,-0.024,0.086,0.11,0.162,0.402,-0.216,-0.153,-0.133,-0.107,-0.075,-0.051,-0.012,0.12,0.185,0.311,0.725
4,-21.571,-1.253,-1.016,-0.962,-0.879,-0.79,-0.712,-0.031,0.372,0.484,1.056,-0.366,-0.161,-0.091,-0.088,-0.081,-0.071,-0.047,0.028,0.055,0.073,0.11,-0.132,-0.12,-0.099,-0.091,-0.082,-0.057,-0.026,0.031,0.099,0.179,0.431
5,-1.804,-1.409,-1.12,-1.075,-1.061,-0.991,-0.9,0.463,0.513,0.567,4.151,-0.634,-0.501,-0.258,-0.228,-0.161,-0.113,-0.099,0.189,0.218,0.259,0.319,-0.472,-0.351,-0.287,-0.204,-0.163,-0.092,-0.08,0.045,0.458,0.471,0.621
6,-2.965,-2.668,-1.608,-1.219,-1.014,-0.957,-0.898,-0.774,-0.177,0.718,1.697,-0.522,-0.374,-0.215,-0.155,-0.133,-0.123,-0.118,-0.058,0.03,0.19,0.292,-0.487,-0.407,-0.194,-0.137,-0.13,-0.121,-0.081,-0.037,0.034,0.187,0.706
7,-2.198,-2.152,-1.933,-1.838,-1.45,-1.13,-1.12,-0.913,-0.734,0.331,1.62,-0.585,-0.574,-0.535,-0.459,-0.396,-0.37,-0.341,-0.321,-0.248,0.167,0.555,-0.566,-0.505,-0.427,-0.401,-0.328,-0.277,-0.221,-0.161,-0.125,0.105,1.243
8,-4.304,-3.646,-1.942,-1.521,-1.393,-1.383,-1.059,-0.439,0.192,0.666,0.768,-0.447,-0.379,-0.283,-0.193,-0.147,-0.095,-0.072,-0.037,0.027,0.148,0.265,-0.395,-0.273,-0.144,-0.104,-0.086,-0.068,-0.055,-0.027,0.037,0.297,0.425
9,-2.753,-2.333,-2.219,-1.649,-1.621,-1.203,-0.801,-0.164,0.567,0.771,1.54,-0.417,-0.37,-0.303,-0.265,-0.205,-0.169,-0.156,-0.007,0.331,0.367,0.424,-0.52,-0.345,-0.174,-0.124,-0.11,-0.097,-0.091,-0.0,0.402,0.603,0.94
10,-2.307,-1.826,-1.577,-1.345,-1.105,-0.68,0.214,0.646,0.872,1.555,1.871,-0.477,-0.22,-0.208,-0.159,-0.15,-0.12,0.073,0.154,0.216,0.234,0.308,-0.563,-0.212,-0.172,-0.134,-0.104,-0.068,0.082,0.133,0.177,0.303,0.591
11,-3.004,-2.295,-1.434,-1.278,-1.176,-1.146,-0.918,-0.599,0.313,0.628,0.816,-0.308,-0.271,-0.234,-0.118,-0.117,-0.096,-0.082,-0.035,0.061,0.139,0.199,-0.588,-0.204,-0.143,-0.118,-0.083,-0.08,-0.042,-0.024,0.078,0.269,0.698
12,-3.507,-1.62,-1.479,-1.325,-1.212,-1.044,-0.647,-0.273,0.505,1.303,2.058,-0.333,-0.303,-0.259,-0.22,-0.181,-0.162,-0.1,-0.031,0.169,0.202,0.277,-0.676,-0.323,-0.272,-0.225,-0.114,-0.094,-0.067,-0.019,0.115,0.242,0.496
13,-5.051,-3.992,-2.604,-1.187,-1.046,-1.0,-0.767,0.197,0.397,0.645,1.081,-0.284,-0.25,-0.198,-0.133,-0.055,-0.055,-0.041,0.022,0.034,0.043,0.055,-0.142,-0.099,-0.07,-0.053,-0.053,-0.047,-0.046,0.02,0.06,0.111,0.18
14,-2.956,-2.546,-1.88,-1.636,-1.311,-1.056,-0.556,0.484,0.736,1.199,1.756,-0.359,-0.256,-0.233,-0.173,-0.13,-0.095,-0.085,0.143,0.158,0.232,0.327,-0.542,-0.265,-0.128,-0.095,-0.071,-0.054,-0.039,0.107,0.188,0.327,0.809
15,-5.345,-3.189,-1.587,-0.991,-0.975,-0.914,-0.827,-0.818,-0.655,0.078,0.341,-0.324,-0.277,-0.22,-0.159,-0.112,-0.099,-0.083,-0.068,-0.038,0.072,0.119,-0.315,-0.17,-0.122,-0.103,-0.087,-0.083,-0.08,-0.071,-0.041,0.221,0.506
16,-2.363,-2.213,-1.77,-1.327,-1.157,-1.06,-0.915,-0.742,0.337,0.573,1.145,-0.368,-0.229,-0.171,-0.155,-0.149,-0.135,-0.104,-0.061,0.066,0.212,0.237,-0.554,-0.207,-0.173,-0.133,-0.105,-0.083,-0.06,-0.037,0.057,0.421,0.704
17,-3.107,-2.184,-1.899,-1.74,-1.625,-1.404,-1.291,-0.539,0.404,0.594,0.971,-0.328,-0.288,-0.247,-0.21,-0.172,-0.156,-0.119,-0.109,0.216,0.251,0.275,-0.649,-0.175,-0.125,-0.106,-0.103,-0.089,-0.086,-0.062,0.285,0.468,0.647
18,-5.55,-3.384,-2.449,-1.205,-1.03,-0.974,-0.795,-0.681,-0.352,0.328,0.581,-0.374,-0.252,-0.166,-0.148,-0.122,-0.119,-0.097,-0.064,-0.037,0.135,0.266,-0.397,-0.222,-0.157,-0.116,-0.096,-0.085,-0.059,-0.043,-0.026,0.3,0.887
19,-2.529,-1.81,-1.648,-1.463,-1.273,-1.164,-0.908,-0.473,0.451,2.013,3.005,-0.349,-0.319,-0.285,-0.27,-0.233,-0.176,-0.173,-0.122,0.269,0.356,0.411,-0.623,-0.395,-0.238,-0.214,-0.179,-0.147,-0.088,-0.062,0.124,0.284,0.879
20,-4.695,-3.161,-2.628,-2.203,-1.967,-1.473,-0.846,-0.045,0.59,1.39,1.958,-0.496,-0.349,-0.269,-0.194,-0.176,-0.156,-0.12,0.032,0.224,0.272,0.359,-0.519,-0.3,-0.133,-0.099,-0.092,-0.061,-0.053,0.024,0.133,0.359,0.836
21,-4.714,-2.749,-2.259,-1.991,-1.592,-1.196,-0.927,-0.614,0.473,0.857,1.512,-0.278,-0.209,-0.181,-0.159,-0.153,-0.114,-0.103,-0.054,0.199,0.269,0.291,-0.26,-0.198,-0.125,-0.098,-0.085,-0.069,-0.042,-0.018,0.169,0.366,0.883
22,-3.597,-3.019,-2.527,-1.69,-1.426,-1.411,-1.349,-0.912,-0.412,0.401,0.609,-0.337,-0.255,-0.196,-0.179,-0.167,-0.137,-0.124,-0.101,-0.079,0.165,0.235,-0.458,-0.186,-0.138,-0.12,-0.104,-0.078,-0.066,-0.056,-0.037,0.397,0.414
23,-2.621,-1.962,-1.738,-1.68,-1.583,-1.172,-1.013,-0.786,-0.424,0.685,1.173,-0.53,-0.462,-0.39,-0.331,-0.323,-0.267,-0.265,-0.258,-0.106,0.315,0.389,-0.556,-0.378,-0.319,-0.293,-0.204,-0.189,-0.174,-0.164,-0.051,0.354,0.838
24,-2.725,-2.567,-1.799,-1.549,-1.502,-1.163,-0.988,-0.433,0.451,0.808,1.227,-0.439,-0.266,-0.246,-0.226,-0.189,-0.146,-0.097,-0.032,0.206,0.293,0.319,-1.134,-0.247,-0.167,-0.131,-0.104,-0.085,-0.063,-0.014,0.201,0.481,0.688
25,-3.468,-1.865,-1.437,-0.99,-0.815,-0.689,0.546,0.731,1.228,1.261,2.581,-0.459,-0.34,-0.175,-0.16,-0.128,-0.072,0.104,0.155,0.209,0.267,0.335,-0.513,-0.324,-0.174,-0.109,-0.084,-0.032,0.073,0.104,0.139,0.459,0.637
26,-5.247,-2.586,-2.141,-1.385,-0.987,-0.946,-0.849,0.39,0.538,1.702,4.454,-0.455,-0.303,-0.229,-0.105,-0.081,-0.069,-0.049,0.067,0.087,0.368,0.458,-0.365,-0.207,-0.087,-0.086,-0.052,-0.043,-0.032,0.104,0.124,0.179,0.518
27,-2.086,-1.529,-1.413,-1.235,-1.139,-0.79,-0.516,0.702,0.743,1.023,1.479,-0.335,-0.247,-0.215,-0.177,-0.166,-0.117,-0.075,0.147,0.177,0.277,0.33,-0.437,-0.237,-0.211,-0.189,-0.109,-0.094,-0.036,0.196,0.223,0.252,0.429
28,-3.061,-1.769,-1.122,-1.036,-0.904,-0.549,0.463,0.7,1.18,1.589,2.773,-0.329,-0.172,-0.157,-0.145,-0.125,-0.117,0.091,0.125,0.148,0.181,0.227,-0.303,-0.188,-0.16,-0.127,-0.102,-0.041,0.047,0.094,0.14,0.367,0.429
29,-3.35,-3.002,-2.486,-1.859,-1.33,-1.26,-0.71,0.048,0.491,0.624,0.983,-0.598,-0.564,-0.517,-0.485,-0.46,-0.399,-0.326,0.011,0.231,0.308,0.566,-0.859,-0.474,-0.314,-0.254,-0.216,-0.166,-0.143,0.196,0.461,0.537,0.576
30,-3.557,-1.936,-1.774,-1.538,-0.969,-0.81,-0.51,0.443,0.516,0.611,1.214,-0.334,-0.311,-0.211,-0.062,-0.055,-0.044,-0.01,0.046,0.074,0.095,0.155,-0.42,-0.202,-0.143,-0.084,-0.035,-0.017,-0.004,0.094,0.16,0.21,0.265
31,-3.879,-2.417,-1.733,-1.215,-1.122,-0.833,-0.202,0.477,0.64,1.132,1.531,-0.368,-0.279,-0.209,-0.131,-0.103,-0.083,0.024,0.188,0.199,0.332,0.436,-0.464,-0.254,-0.112,-0.081,-0.061,-0.046,0.029,0.229,0.289,0.367,0.952
32,-1.952,-1.481,-1.067,-0.882,-0.862,-0.598,0.423,0.684,0.889,1.089,1.513,-0.218,-0.173,-0.144,-0.107,-0.095,-0.067,0.071,0.099,0.115,0.144,0.225,-0.198,-0.154,-0.129,-0.113,-0.102,-0.069,0.055,0.127,0.142,0.192,0.403
33,-2.668,-2.476,-1.921,-1.196,-1.16,-1.069,-0.951,-0.359,0.459,0.994,2.392,-0.419,-0.29,-0.207,-0.181,-0.148,-0.121,-0.107,-0.023,0.168,0.259,0.366,-0.493,-0.28,-0.191,-0.132,-0.11,-0.086,-0.059,-0.009,0.145,0.408,1.049
34,-3.267,-2.291,-1.786,-1.414,-1.116,-0.586,0.543,0.671,0.779,0.901,1.554,-0.47,-0.257,-0.121,-0.114,-0.086,-0.076,0.085,0.111,0.13,0.31,0.367,-0.284,-0.199,-0.129,-0.089,-0.05,-0.023,0.091,0.119,0.24,0.391,0.583
35,-2.876,-2.406,-1.166,-0.961,-0.824,-0.681,-0.289,0.299,0.466,0.625,1.541,-0.317,-0.268,-0.137,-0.101,-0.1,-0.086,-0.049,0.094,0.143,0.156,0.17,-0.237,-0.178,-0.133,-0.109,-0.107,-0.091,-0.043,0.108,0.266,0.365,0.725
36,-2.855,-1.43,-1.303,-1.03,-0.975,-0.869,0.245,0.561,1.054,1.941,3.633,-0.565,-0.444,-0.273,-0.205,-0.183,-0.135,0.094,0.18,0.235,0.271,0.328,-0.524,-0.406,-0.277,-0.237,-0.139,-0.078,0.024,0.109,0.19,0.484,0.617
37,-3.635,-2.874,-2.843,-2.518,-1.781,-1.248,-1.018,-0.636,0.209,0.387,1.428,-0.363,-0.359,-0.313,-0.235,-0.208,-0.148,-0.093,-0.061,0.085,0.364,0.484,-0.662,-0.222,-0.164,-0.126,-0.123,-0.096,-0.044,-0.02,0.063,0.918,1.253
38,-3.766,-2.575,-2.123,-1.254,-1.047,-0.724,0.21,0.469,0.862,1.188,1.801,-0.318,-0.293,-0.27,-0.199,-0.142,-0.07,0.085,0.153,0.244,0.354,0.489,-0.496,-0.275,-0.152,-0.13,-0.1,-0.027,0.051,0.124,0.292,0.676,1.179
39,-3.435,-1.607,-1.356,-1.202,-1.008,-0.718,-0.158,0.592,0.874,1.537,1.923,-0.202,-0.193,-0.15,-0.129,-0.127,-0.082,-0.026,0.101,0.121,0.179,0.313,-0.603,-0.193,-0.15,-0.132,-0.099,-0.055,-0.002,0.056,0.11,0.263,0.524
40,-4.067,-2.3,-1.859,-1.769,-1.511,-1.284,-0.834,0.392,0.495,0.795,1.429,-0.261,-0.239,-0.068,-0.061,-0.059,-0.039,-0.033,0.05,0.051,0.061,0.072,-0.203,-0.109,-0.06,-0.041,-0.033,-0.032,-0.015,0.043,0.089,0.111,0.171
41,-3.807,-3.216,-1.415,-1.062,-0.779,-0.008,0.359,0.405,0.588,0.917,2.71,-0.272,-0.204,-0.165,-0.077,-0.058,-0.01,0.054,0.073,0.101,0.115,0.226,-0.365,-0.11,-0.072,-0.058,-0.047,-0.01,0.066,0.095,0.232,0.305,0.386
42,-42.474,-1.679,-1.208,-0.92,-0.699,0.282,0.314,0.401,0.668,0.917,1.81,-0.372,-0.173,-0.12,-0.104,-0.069,0.134,0.137,0.146,0.161,0.193,0.259,-0.199,-0.176,-0.101,-0.051,-0.014,0.143,0.156,0.207,0.387,0.577,0.63
43,-4.248,-2.288,-1.699,-1.565,-1.219,-1.006,-0.913,-0.14,0.596,1.016,1.508,-0.461,-0.354,-0.249,-0.177,-0.156,-0.128,-0.076,0.063,0.199,0.342,0.383,-0.497,-0.345,-0.169,-0.132,-0.101,-0.063,-0.043,0.052,0.14,0.567,0.734
44,-2.598,-2.021,-1.4,-1.235,-1.076,-0.725,0.498,0.676,0.725,1.773,2.994,-0.57,-0.274,-0.242,-0.18,-0.142,-0.121,0.073,0.135,0.196,0.253,0.501,-0.53,-0.337,-0.19,-0.129,-0.099,-0.069,0.037,0.107,0.164,0.4,0.725
45,-3.2,-2.012,-1.842,-1.726,-1.419,-1.128,-0.893,-0.84,-0.784,0.121,0.635,-0.582,-0.493,-0.344,-0.195,-0.172,-0.148,-0.131,-0.116,-0.089,0.126,0.419,-0.53,-0.406,-0.181,-0.166,-0.151,-0.118,-0.102,-0.097,-0.056,0.284,0.66
46,-13.514,-2.942,-1.531,-0.975,-0.712,-0.605,-0.19,0.458,0.617,0.844,1.144,-0.494,-0.364,-0.154,-0.11,-0.076,-0.06,-0.032,0.068,0.081,0.115,0.205,-0.537,-0.331,-0.104,-0.078,-0.055,-0.044,-0.011,0.068,0.165,0.191,0.223
47,-2.076,-1.839,-1.319,-1.206,-1.069,-0.784,-0.024,0.431,0.471,0.626,0.968,-0.235,-0.132,-0.113,-0.097,-0.082,-0.051,0.009,0.082,0.134,0.157,0.19,-0.404,-0.162,-0.109,-0.075,-0.056,-0.036,0.018,0.174,0.228,0.325,0.425
48,-5.653,-3.271,-0.82,-0.775,-0.669,-0.037,0.314,0.485,0.541,1.121,1.629,-0.344,-0.25,-0.11,-0.086,-0.078,-0.011,0.056,0.068,0.102,0.11,0.126,-0.37,-0.172,-0.095,-0.09,-0.061,-0.017,0.042,0.109,0.189,0.295,0.563
49,-3.365,-3.172,-2.063,-1.765,-1.229,-1.024,-0.722,-0.495,0.703,1.662,2.469,-0.574,-0.536,-0.482,-0.446,-0.349,-0.297,-0.268,-0.241,0.209,0.285,0.408,-1.055,-0.462,-0.414,-0.371,-0.333,-0.165,-0.114,-0.079,0.103,0.209,0.604
50,-2.225,-2.154,-1.988,-1.281,-1.055,-0.766,0.321,0.556,0.637,0.778,1.11,-0.41,-0.248,-0.197,-0.097,-0.084,-0.065,0.043,0.072,0.091,0.14,0.172,-0.395,-0.198,-0.137,-0.096,-0.041,-0.038,0.045,0.084,0.15,0.223,0.328
51,-1.999,-1.804,-1.678,-1.562,-1.328,-0.991,-0.226,0.488,0.671,1.134,1.898,-0.267,-0.217,-0.171,-0.148,-0.128,-0.114,0.001,0.095,0.168,0.241,0.307,-0.302,-0.167,-0.125,-0.111,-0.087,-0.06,0.009,0.084,0.188,0.362,0.561
52,-6.709,-1.892,-1.441,-1.27,-1.09,-0.99,-0.755,0.039,0.369,0.525,1.974,-0.466,-0.365,-0.157,-0.093,-0.087,-0.077,-0.054,0.024,0.063,0.081,0.158,-0.371,-0.097,-0.085,-0.07,-0.068,-0.066,-0.059,0.04,0.093,0.166,0.252
53,-3.152,-1.605,-1.383,-0.718,-0.562,-0.36,0.136,0.417,0.742,1.859,4.832,-0.346,-0.305,-0.201,-0.056,-0.051,-0.046,0.014,0.045,0.08,0.151,0.307,-0.211,-0.173,-0.156,-0.117,-0.092,-0.07,0.023,0.063,0.097,0.103,0.287
54,-4.044,-3.312,-3.033,-1.452,-1.282,-0.963,-0.807,-0.131,0.497,1.163,1.817,-0.425,-0.233,-0.224,-0.198,-0.191,-0.143,-0.128,0.039,0.172,0.328,0.4,-0.576,-0.288,-0.181,-0.134,-0.087,-0.051,-0.047,0.035,0.107,0.515,0.841
55,-1.638,-1.389,-1.273,-1.147,-0.837,-0.124,0.536,0.606,0.73,1.116,2.04,-0.25,-0.196,-0.169,-0.123,-0.095,0.021,0.117,0.136,0.158,0.183,0.306,-0.317,-0.205,-0.128,-0.104,-0.072,0.003,0.099,0.161,0.259,0.336,0.548
56,-4.025,-1.579,-1.369,-1.239,-1.086,-0.733,0.494,0.676,0.913,1.748,2.154,-0.488,-0.363,-0.309,-0.262,-0.163,-0.103,0.115,0.209,0.249,0.408,0.565,-0.666,-0.262,-0.213,-0.161,-0.088,-0.08,0.088,0.222,0.284,0.474,1.014
57,-2.982,-2.006,-1.792,-1.302,-0.929,0.361,0.465,0.602,0.682,1.256,1.75,-0.4,-0.3,-0.23,-0.205,-0.144,0.212,0.219,0.25,0.272,0.353,0.414,-0.226,-0.196,-0.193,-0.154,-0.061,0.121,0.206,0.417,0.527,0.608,1.035
58,-4.14,-2.67,-2.008,-1.782,-1.515,-1.34,-0.874,-0.623,0.508,0.555,1.094,-0.26,-0.254,-0.232,-0.203,-0.19,-0.168,-0.163,-0.1,0.19,0.251,0.319,-0.254,-0.216,-0.187,-0.149,-0.116,-0.099,-0.055,-0.022,0.26,0.477,0.616
59,-2.93,-2.747,-1.747,-1.419,-1.354,-0.956,0.508,0.613,0.641,0.784,1.518,-0.474,-0.243,-0.167,-0.133,-0.118,-0.106,0.127,0.152,0.173,0.257,0.354,-0.347,-0.15,-0.095,-0.084,-0.075,-0.058,0.083,0.202,0.251,0.456,0.569
60,-3.41,-2.014,-1.621,-1.388,-1.036,-0.486,0.097,0.4,0.445,1.223,1.419,-0.339,-0.242,-0.232,-0.186,-0.12,-0.09,0.045,0.137,0.191,0.216,0.222,-0.903,-0.231,-0.191,-0.158,-0.105,-0.035,0.052,0.141,0.285,0.467,0.606
61,-2.694,-1.938,-1.82,-1.394,-0.982,-0.615,-0.262,0.321,0.487,0.7,0.992,-0.363,-0.213,-0.132,-0.094,-0.076,-0.068,-0.039,0.06,0.076,0.089,0.204,-0.288,-0.203,-0.135,-0.112,-0.076,-0.052,-0.02,0.075,0.155,0.265,0.298
62,-2.472,-2.02,-1.719,-1.634,-1.519,-1.476,-1.206,-0.936,-0.816,0.267,1.707,-0.436,-0.433,-0.427,-0.411,-0.372,-0.325,-0.315,-0.29,-0.255,0.285,0.714,-0.467,-0.396,-0.293,-0.279,-0.259,-0.232,-0.201,-0.178,-0.126,0.17,1.852
63,-1.898,-1.206,-1.17,-0.989,-0.825,-0.765,-0.49,0.3,0.497,0.688,1.929,-0.55,-0.125,-0.122,-0.109,-0.098,-0.096,-0.054,0.05,0.083,0.111,0.156,-0.346,-0.24,-0.155,-0.136,-0.093,-0.084,-0.06,0.055,0.119,0.153,0.273
64,-1.997,-1.331,-1.235,-0.732,-0.614,-0.477,0.43,0.576,0.728,1.231,2.362,-0.203,-0.109,-0.098,-0.095,-0.085,-0.057,0.066,0.099,0.105,0.14,0.346,-0.235,-0.169,-0.134,-0.09,-0.073,-0.055,0.052,0.13,0.179,0.207,0.285
65,-3.07,-2.882,-2.557,-2.107,-1.651,-1.06,-0.946,-0.697,0.393,0.473,1.409,-0.264,-0.215,-0.208,-0.199,-0.182,-0.167,-0.103,-0.068,0.184,0.313,0.436,-0.331,-0.266,-0.191,-0.122,-0.077,-0.061,-0.046,-0.024,0.201,0.741,1.03
66,-2.385,-2.102,-1.711,-1.535,-1.414,-0.868,0.088,0.345,0.482,0.803,1.169,-0.357,-0.311,-0.238,-0.21,-0.155,-0.095,0.084,0.184,0.196,0.214,0.221,-0.223,-0.218,-0.213,-0.132,-0.102,-0.055,0.078,0.218,0.407,0.594,0.749
67,-4.244,-2.013,-1.77,-1.606,-1.5,-0.781,0.374,0.414,0.898,1.224,2.423,-0.42,-0.284,-0.204,-0.174,-0.146,-0.122,0.083,0.135,0.196,0.262,0.434,-0.411,-0.277,-0.133,-0.105,-0.073,-0.05,0.086,0.11,0.179,0.571,0.653
68,-3.131,-1.859,-1.394,-1.289,-1.238,-1.016,-0.643,-0.491,0.19,0.495,0.941,-0.344,-0.268,-0.262,-0.226,-0.183,-0.15,-0.119,-0.102,0.1,0.179,0.405,-0.521,-0.335,-0.231,-0.212,-0.155,-0.102,-0.089,-0.062,0.117,0.337,1.131
69,-4.222,-2.209,-1.906,-1.577,-1.396,-1.024,-0.425,0.436,0.529,0.587,1.365,-0.249,-0.172,-0.13,-0.1,-0.078,-0.047,-0.037,0.069,0.11,0.131,0.159,-0.247,-0.146,-0.068,-0.058,-0.056,-0.032,-0.016,0.09,0.179,0.272,0.372
70,-3.82,-2.023,-1.577,-1.194,-0.981,-0.898,-0.359,0.382,0.496,1.087,2.284,-0.237,-0.144,-0.108,-0.093,-0.084,-0.063,-0.029,0.04,0.074,0.174,0.222,-0.392,-0.139,-0.124,-0.085,-0.068,-0.029,-0.013,0.034,0.093,0.38,0.505
71,-4.281,-2.855,-2.111,-1.655,-1.167,-1.036,-0.935,-0.852,0.006,0.481,0.668,-0.365,-0.257,-0.203,-0.157,-0.132,-0.104,-0.093,-0.066,0.024,0.101,0.214,-0.349,-0.133,-0.114,-0.105,-0.099,-0.077,-0.069,-0.051,0.047,0.255,0.411
72,-4.43,-3.991,-1.9,-1.341,-1.273,-1.235,-1.144,-0.972,-0.105,0.393,0.6,-0.289,-0.139,-0.093,-0.075,-0.072,-0.068,-0.054,-0.041,-0.004,0.068,0.09,-0.144,-0.079,-0.065,-0.06,-0.056,-0.049,-0.044,-0.025,0.019,0.131,0.306
73,-3.136,-2.124,-1.676,-1.586,-1.517,-1.241,-1.162,-0.797,0.32,0.459,2.688,-0.317,-0.202,-0.178,-0.164,-0.151,-0.08,-0.063,-0.038,0.142,0.2,0.246,-0.405,-0.183,-0.153,-0.121,-0.091,-0.055,-0.034,-0.014,0.053,0.448,0.721
74,-3.924,-1.924,-1.376,-1.184,-1.102,-0.936,-0.561,-0.093,0.454,0.535,0.659,-0.363,-0.159,-0.135,-0.096,-0.072,-0.049,-0.03,-0.006,0.043,0.058,0.134,-0.341,-0.206,-0.129,-0.1,-0.06,-0.038,-0.025,0.008,0.076,0.159,0.222
75,-3.954,-2.252,-1.388,-0.888,-0.544,-0.411,0.272,0.643,0.713,1.574,2.228,-0.176,-0.128,-0.053,-0.037,-0.032,-0.026,0.025,0.03,0.044,0.068,0.094,-0.45,-0.101,-0.062,-0.039,-0.034,-0.01,0.031,0.039,0.043,0.115,0.208
76,-2.104,-1.793,-1.333,-1.207,-1.004,-0.85,-0.389,0.578,0.687,1.114,2.151,-0.329,-0.154,-0.141,-0.115,-0.086,-0.059,-0.038,0.068,0.102,0.134,0.215,-0.423,-0.185,-0.137,-0.088,-0.066,-0.049,-0.027,0.095,0.133,0.159,0.278
77,-1.852,-1.354,-1.122,-0.743,-0.552,-0.22,0.353,0.537,0.63,1.068,1.781,-0.11,-0.082,-0.061,-0.042,-0.027,-0.016,0.042,0.066,0.088,0.114,0.219,-0.223,-0.179,-0.055,-0.047,-0.027,-0.017,0.037,0.101,0.151,0.193,0.398
78,-5.411,-2.697,-2.119,-1.334,-0.961,-0.777,-0.501,0.229,0.403,0.938,1.449,-0.134,-0.126,-0.121,-0.111,-0.089,-0.077,-0.064,0.029,0.078,0.101,0.157,-0.347,-0.155,-0.108,-0.093,-0.062,-0.033,-0.024,0.039,0.064,0.239,0.547
79,-6.728,-2.095,-1.673,-1.589,-1.288,-1.025,-0.735,-0.609,0.274,0.394,1.349,-0.327,-0.148,-0.094,-0.077,-0.047,-0.041,-0.037,-0.03,0.04,0.107,0.153,-0.151,-0.103,-0.059,-0.053,-0.046,-0.042,-0.04,-0.032,0.081,0.169,0.283
80,-3.408,-3.096,-2.838,-2.068,-1.307,-1.094,-0.817,-0.18,0.366,0.686,1.116,-0.233,-0.119,-0.113,-0.104,-0.102,-0.062,-0.043,-0.014,0.07,0.097,0.147,-0.336,-0.107,-0.072,-0.051,-0.042,-0.036,-0.031,-0.003,0.067,0.238,0.46
81,-4.915,-2.26,-1.59,-1.193,-1.116,-0.962,-0.833,0.021,0.423,0.563,1.477,-0.196,-0.169,-0.154,-0.104,-0.079,-0.076,-0.054,0.001,0.065,0.136,0.188,-0.228,-0.154,-0.13,-0.083,-0.06,-0.036,-0.031,0.007,0.084,0.33,0.48
82,-3.414,-2.678,-2.335,-1.945,-1.557,-1.237,-0.925,-0.438,0.15,0.467,0.655,-0.157,-0.122,-0.087,-0.081,-0.071,-0.063,-0.053,-0.028,0.033,0.072,0.11,-0.195,-0.18,-0.098,-0.049,-0.033,-0.027,-0.022,-0.016,0.054,0.149,0.374
83,-2.624,-1.761,-1.577,-1.362,-1.267,-0.718,-0.421,0.482,0.593,1.011,1.798,-0.293,-0.177,-0.146,-0.094,-0.077,-0.07,-0.026,0.059,0.101,0.141,0.26,-0.37,-0.155,-0.127,-0.069,-0.053,-0.044,-0.016,0.062,0.106,0.219,0.328
84,-3.671,-2.233,-1.885,-1.516,-1.206,-0.981,-0.397,0.412,0.518,1.151,2.521,-0.201,-0.171,-0.139,-0.114,-0.09,-0.069,-0.043,0.067,0.101,0.173,0.253,-0.432,-0.168,-0.113,-0.075,-0.051,-0.04,-0.021,0.055,0.119,0.211,0.61
85,-4.761,-2.348,-1.36,-1.009,-0.826,-0.27,0.326,0.391,0.545,1.115,1.433,-0.198,-0.089,-0.064,-0.044,-0.034,-0.026,0.032,0.043,0.056,0.065,0.113,-0.25,-0.075,-0.063,-0.046,-0.025,-0.005,0.028,0.056,0.147,0.176,0.33
86,-3.171,-2.432,-1.717,-1.259,-1.044,-0.737,-0.561,0.305,0.555,0.69,1.691,-0.318,-0.101,-0.047,-0.037,-0.035,-0.022,-0.011,0.015,0.022,0.044,0.097,-0.198,-0.079,-0.053,-0.048,-0.04,-0.028,-0.005,0.01,0.04,0.129,0.147
87,-5.575,-2.528,-1.914,-1.683,-1.488,-1.247,-1.076,-1.016,-0.464,0.351,0.427,-0.264,-0.179,-0.158,-0.135,-0.121,-0.101,-0.078,-0.038,-0.027,0.106,0.187,-0.371,-0.118,-0.104,-0.085,-0.075,-0.062,-0.046,-0.034,-0.021,0.262,0.56
88,-4.087,-2.458,-1.488,-1.202,-1.104,-0.867,-0.601,0.424,0.439,0.589,1.667,-0.351,-0.208,-0.163,-0.145,-0.118,-0.074,-0.051,0.066,0.097,0.109,0.178,-0.387,-0.228,-0.141,-0.115,-0.085,-0.063,-0.04,0.051,0.151,0.234,0.343
