,R_0,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,I_0,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,IR_0,IR_1,IR_2,IR_3,IR_4,IR_5,IR_6,IR_7,IR_8,IR_9,IR_10
0,-0.32220606974245913,-0.12254546957390686,-1.1572435423274194,-1.291972321454477,-0.12198075322160322,0.6775455272796146,-0.26331317031665835,-0.6250183524114235,-0.3156732091682678,0.18681042604202844,-0.22946244665591264,-0.4607273837224956,0.21110541217396903,0.4794060234864741,0.3443847837357634,0.1412273135997782,-0.3152813342138457,-0.757596486541976,-0.40922964743718143,-0.40845842432338475,-0.7436036463007364,-1.0493387275173902,-0.5476282120890114,-0.7486317715824242,-1.0459715742714577,0.43768967733833547,0.3512427069317739,0.007210170566392631,-0.4427441886179327,-0.5489925800859146,-0.692715645936631,-1.0191516437737569,0.28478176397746013
1,-0.7975293623238265,0.06783803418408152,0.24311982931924345,0.905016449126246,1.6438241397580848,0.8630427167968535,1.0875999192450705,0.47595716084916884,0.5548268825489493,0.12700374206865686,0.15060811227921395,1.9090434405794625,1.2919289349937775,1.166282320356411,1.244269247970703,1.2143923969110861,0.9206664816767461,0.6295853282376063,-0.058643461950675956,-0.8636671733242908,-0.8226444016324199,-0.9815746308180353,0.949099670972556,0.503461426757735,0.8317227616716729,1.2503759645943797,1.3408566196430858,0.8896029531650125,0.43262473745984753,-0.0391642880163238,-0.32476554138377706,-0.9335596140810007,-1.2811988935453655
2,0.07002141066349678,1.1258263622106197,1.1708330833771585,1.301651939442653,2.2042292854342733,1.1112816027684531,1.4777765590459182,0.7368819934716215,0.8976608227800451,0.3091422796239248,0.025883286853008905,0.1899883754095995,-0.009707995713948689,1.1242286695276393,1.0032287664792012,1.140381011855134,0.8479636689772995,0.9258765896468373,0.07908682520473695,-0.6787386190426725,-1.20467471906889,-1.6785767682971127,1.1966354362481229,0.3782521069237189,-0.18464389723332428,0.10822226358588513,0.2962641562255898,0.779303855340185,0.7791249373656356,0.03164519699334155,-0.7295106563919165,-1.0191516437737569,-1.4989536003606698
3,0.28309736940686847,-0.29525050512579704,-0.8472730000947987,-0.24150801506961814,-0.07616146458141206,-0.11627332786033519,-0.7358386486684386,0.5756601456723824,-0.06823653926234644,-0.29436153138009685,-0.49569325583839374,-1.480505812213092,-0.10268206219307208,-0.24952392421223424,0.11941366767702864,-0.1548182266240309,0.28451687055658853,0.03700280541914394,0.46723581627908223,-0.06705186257270505,-0.09810414442532137,1.3708075831738507,1.064232585054215,0.6036288826249477,0.039301298796590084,-0.17731616166623845,-0.06109642336460605,-0.07551415280222785,-0.059770283458903804,0.867197120107393,0.4356646746921213,0.29040641052541094,1.0168082251863553
4,-6.6771298339097065,1.5419503061387954,1.7138311254442318,1.3791198086450762,0.8613716722101991,0.10195865980700483,-0.6476077502210107,-0.45531114420169827,-0.5899403613531445,-0.6436869354972896,-0.37550387860950535,-0.4121665061753243,0.6759757445695856,1.0821750186988677,0.7461189195549329,0.4927813926155516,0.12093554198283388,-0.2727562405995977,-0.2589784250858219,-0.8494418999180124,-1.2705420151786262,-1.4559233077135185,1.547790824197183,1.0168196380772003,0.6250041191825207,0.17411574633637528,-0.2535213508362502,-0.24096279953946922,-0.31508622023158966,-0.39321171306465075,-0.6191256250260602,-0.8394083814189692,-0.3453169621263986
5,0.8575257590781761,1.3298086876656077,1.4852003708896744,1.0289650398501233,0.219901631247518,-0.44634920920718707,-1.0162168370680427,0.592630866493355,-0.16959613898284442,-0.5308697816384297,1.0282173384599653,-3.015029542703705,-3.2754220807931547,-1.2588115441027539,-1.5035922410324156,-0.987446308503494,-0.6424439913613552,-0.9730810402941441,1.7568921414615848,1.469277665305353,1.1797214001035614,0.5673190080243585,-0.4094687151910204,-1.875515650088567,-2.61358794648086,-2.307872103932084,-2.480152654436702,-1.2060799055067095,-1.2998762620690925,-0.1949451550375877,3.784010626123093,1.659878885609508,0.5349680228716396
6,0.41498338322655826,-0.38228296398659195,0.4123945225952136,0.582750113244165,0.38555598248513323,-0.35360061444856744,-1.0122954638037125,-2.031466840449521,-2.2265997803694195,-0.32562411618435927,-0.08478164916151479,-1.9272658856470684,-1.7994587754370721,-0.6560425488903601,-0.330528564440441,-0.4693666131118281,-0.8242010231099716,-1.2289689478748436,-1.3357788519372316,-1.2050737350749703,0.27075271378920146,0.30594320646970435,-0.49581840075226474,-2.5766878411590564,-1.0115184671899324,-0.8362509891711395,-1.573006567784666,-2.0057483647367085,-1.3181131146957128,-1.3562207091961,-1.4163508515572438,-0.7709347576647643,0.9287797266865513
7,0.7073434196418821,0.3194162355785668,-0.3020765853877776,-1.3353543282078342,-1.1511524672935973,-0.8255272877791903,-1.447567896144357,-2.3263331147139192,-3.887108516966988,-0.8516510865865132,-0.11970460028085217,-2.5391329427414258,-4.1238104374151545,-5.141765303959335,-5.21561565600154,-5.335615180540691,-5.3135997073007974,-4.232284915795687,-4.628784808471194,-5.159699742020342,-0.03223684831558509,2.85193712531689,-0.9505934113748177,-3.8037391755324124,-5.025305442187633,-6.634877471214266,-7.015883087696881,-6.307413179904981,-3.871272482422572,-3.1122959374358015,-3.36648640568737,-1.4727894011453642,3.4167430790231124
8,-0.09540786678663436,-1.7122477259531135,-0.3218619391473064,-0.353061746721107,-0.950252509409681,-1.5156859487771537,-1.3279660115822878,-1.320817906071297,-1.126550006932251,-0.3963047426983437,-0.5061247866922218,-1.1988527224394991,-1.8575675669865244,-1.609258634342517,-0.9411644508855784,-0.7284064608076608,-0.3152813342138457,-0.6094508558373603,-1.0728392128223525,-1.2477495552938054,-0.28253257353258293,0.0445674049150507,0.0337930040233666,-0.8988829553832435,-0.15019079015179893,-0.11142267891574834,-0.3634784522486179,-0.5442853185577449,-0.8439549464035819,-1.2146017391767692,-1.3795558411019584,0.17057756895555234,-0.373115435336863
9,0.49579215469989407,0.07327756286288122,-0.9308111604128095,-0.7496972370375142,-1.7538523409453475,-1.0246639765256387,-0.8221088604837016,-0.7374493778503665,-0.008613245309112658,-0.25358424685279807,-0.15598818585938456,-0.9074874571564712,-1.7529717421975106,-1.889616306534328,-2.098158762044786,-1.8015715441189688,-1.6602833691536074,-1.7407447630362427,-0.6972111569439537,3.0767335602148025,2.6024549960738637,1.5837804585146793,-0.6857877089870023,-1.8003900581881576,-0.6669873963746789,-0.5507125639190156,-1.023221060722826,-1.343953777787744,-1.500481640961917,-0.8322305201245761,3.097170430957766,2.789693677553888,2.0129201818946614
10,0.6657955135541763,0.7627378229007409,0.48054407443359154,0.19231205246395236,0.06482096200379274,0.40202764284959747,1.1679880711638382,0.9808361052731015,0.9006419874777069,0.812062122127276,-0.005864850528206937,-1.4902179877225263,-0.009707995713948689,-0.5579173636232262,-0.3948060261715081,-0.7839149995996251,-0.7696739135853866,1.343377912541663,1.3186594096034527,1.4408271184927963,0.8503849195548804,0.46083257035394387,-0.9333234742625688,-0.13510610439574608,-0.6325342892931535,-0.7703575064206494,-0.8582854086042739,-0.5442853185577449,1.6544938634434159,1.0513017811325231,0.3375446468113601,0.22193278677120604,0.3959756568193177
11,0.40011761866306716,0.12495308531147853,0.7949113619461078,0.3999259419264464,-0.18542284518494537,-0.8691736853126584,-1.0515091964470138,-1.6602323224907471,-0.765829078515185,-0.4479559697662555,-0.48435463534510237,0.15113967337186246,-0.60241766951836,-0.9223823374725807,0.26403795657192974,-0.17332107288801898,-0.33345703738870736,-0.7441287019324655,-1.0477973424304592,-0.7640902594803425,-0.4010937065301079,-0.5943512211074368,-1.0772396168646428,-0.03493864852853326,-0.13296423661103624,-0.4189255984180353,-0.2810106261893422,-0.8751826120322271,-0.6068758622575166,-1.1721160481709698,-0.876690698213058,-0.06908011418416438,0.8917150957392654
12,0.20838737313906724,1.0428735498589243,0.6959845931484625,0.254286347825891,-0.31230702911162966,-0.5909279010368,-0.5201631191302817,-0.968675449036117,-0.19344545656413806,0.4695329320979664,0.07894803076161237,-0.09166471436399412,-0.9743139354348528,-1.2728294277123444,-1.3750373175702812,-1.357503233783255,-1.5330534469295758,-0.9865488249036546,-0.9977136016466727,0.7722392683977157,0.4288342244525685,0.16073442782823033,-1.5838244388239429,-1.524929554553323,-2.3551896433694206,-2.7691264831855147,-1.1331781621351942,-1.2612294544191234,-1.0627971779230272,-1.1013065631613046,-0.422885569264538,-0.300178594354606,-0.044166835679701304
13,-0.3801444341950397,-2.182766956669286,-1.7771846267926612,0.6819089858232669,0.2727700412169694,-0.4709003078197629,-0.7554455149900893,0.02835439919601864,-0.5154112439116019,-0.42484884186745286,-0.364165258116214,0.3842318855982848,-0.35836074501066106,-0.41773852752732094,0.022997475080427914,0.9738553954792414,0.41174679278062004,-0.19194953294253467,-0.3341040362615017,-1.148172641449857,-1.6657457918370433,-1.9883554960655914,1.4902243671563533,1.2797592097286337,1.124574171864638,1.0087665278425828,0.5436676344034178,0.034784945022599524,-0.6798232727639981,-0.5489925800859146,-1.0974607609447704,-1.4214341833297106,-1.5082197580974912
